user_id,variant,timestamp,conversion,latency_ms,model_version
user_000000,model_b,2026-02-10T06:58:22.469813,False,45.55645094141395,Model_B
user_000001,model_b,2026-02-10T06:58:22.469867,False,48.57086867548539,Model_B
user_000002,model_a,2026-02-10T06:58:22.469897,False,43.068169522099474,Model_A
user_000003,model_b,2026-02-10T06:58:22.469921,False,33.043040545724224,Model_B
user_000004,model_a,2026-02-10T06:58:22.469944,False,43.79284719875834,Model_A
user_000005,model_a,2026-02-10T06:58:22.469966,False,64.33410146981684,Model_A
user_000006,model_a,2026-02-10T06:58:22.469987,False,43.390549461888384,Model_A
user_000007,model_a,2026-02-10T06:58:22.470007,False,46.77625906982205,Model_A
user_000008,model_a,2026-02-10T06:58:22.470027,False,55.295817448638864,Model_A
user_000009,model_b,2026-02-10T06:58:22.470047,True,45.36907194228513,Model_B
user_000010,model_a,2026-02-10T06:58:22.470068,False,62.5039682839804,Model_A
user_000011,model_a,2026-02-10T06:58:22.470089,False,49.45139303187548,Model_A
user_000012,model_b,2026-02-10T06:58:22.470109,False,37.192070550557425,Model_B
user_000013,model_b,2026-02-10T06:58:22.470129,False,37.76676871680601,Model_B
user_000014,model_b,2026-02-10T06:58:22.470149,True,22.841086160659366,Model_B
user_000015,model_b,2026-02-10T06:58:22.470169,False,56.38618423407406,Model_B
user_000016,model_a,2026-02-10T06:58:22.470210,False,63.697272939889565,Model_A
user_000017,model_a,2026-02-10T06:58:22.470231,False,42.83973384638643,Model_A
user_000018,model_b,2026-02-10T06:58:22.470251,True,58.542739567635635,Model_B
user_000019,model_b,2026-02-10T06:58:22.470276,False,58.92739431361218,Model_B
user_000020,model_a,2026-02-10T06:58:22.470296,False,49.04229009975366,Model_A
user_000021,model_a,2026-02-10T06:58:22.470317,False,43.40765822118076,Model_A
user_000022,model_a,2026-02-10T06:58:22.470338,False,40.02701703491316,Model_A
user_000023,model_a,2026-02-10T06:58:22.470358,False,56.1462446748789,Model_A
user_000024,model_a,2026-02-10T06:58:22.470378,False,43.90537046966587,Model_A
user_000025,model_b,2026-02-10T06:58:22.470398,False,40.209466492037976,Model_B
user_000026,model_b,2026-02-10T06:58:22.470419,False,57.19241370051499,Model_B
user_000027,model_b,2026-02-10T06:58:22.470439,False,38.06795051228684,Model_B
user_000028,model_b,2026-02-10T06:58:22.470459,False,48.896450317579166,Model_B
user_000029,model_b,2026-02-10T06:58:22.470479,False,39.68703163371946,Model_B
user_000030,model_a,2026-02-10T06:58:22.470499,False,43.63827425175452,Model_A
user_000031,model_a,2026-02-10T06:58:22.470519,False,41.156969867910874,Model_A
user_000032,model_b,2026-02-10T06:58:22.470538,False,39.51128228029551,Model_B
user_000033,model_a,2026-02-10T06:58:22.470568,False,60.23867849016005,Model_A
user_000034,model_b,2026-02-10T06:58:22.470588,False,32.21774982756561,Model_B
user_000035,model_a,2026-02-10T06:58:22.470608,False,59.806270301985194,Model_A
user_000036,model_b,2026-02-10T06:58:22.470628,False,39.65092178832153,Model_B
user_000037,model_b,2026-02-10T06:58:22.470647,False,33.72217369694567,Model_B
user_000038,model_a,2026-02-10T06:58:22.470667,False,35.637592251613206,Model_A
user_000039,model_a,2026-02-10T06:58:22.470691,False,48.10640397147081,Model_A
user_000040,model_a,2026-02-10T06:58:22.470711,False,76.43236685105856,Model_A
user_000041,model_a,2026-02-10T06:58:22.470730,False,34.83623195104808,Model_A
user_000042,model_b,2026-02-10T06:58:22.470750,False,46.02727643082653,Model_B
user_000043,model_b,2026-02-10T06:58:22.470770,False,29.18031142248179,Model_B
user_000044,model_a,2026-02-10T06:58:22.470790,False,39.69615142639117,Model_A
user_000045,model_b,2026-02-10T06:58:22.470809,False,49.94759374457633,Model_B
user_000046,model_b,2026-02-10T06:58:22.470829,False,66.31015394948791,Model_B
user_000047,model_b,2026-02-10T06:58:22.470849,False,41.22201776414483,Model_B
user_000048,model_b,2026-02-10T06:58:22.470868,False,53.399718500424626,Model_B
user_000049,model_a,2026-02-10T06:58:22.470888,False,31.940154735063267,Model_A
user_000050,model_b,2026-02-10T06:58:22.470908,False,56.220263347303266,Model_B
user_000051,model_b,2026-02-10T06:58:22.470928,True,48.73785581618745,Model_B
user_000052,model_a,2026-02-10T06:58:22.470948,False,40.02539145276319,Model_A
user_000053,model_b,2026-02-10T06:58:22.470968,True,44.6767216495678,Model_B
user_000054,model_a,2026-02-10T06:58:22.470988,False,67.6583734509549,Model_A
user_000055,model_a,2026-02-10T06:58:22.471008,False,57.552571436619,Model_A
user_000056,model_b,2026-02-10T06:58:22.471028,True,62.59710500242055,Model_B
user_000057,model_a,2026-02-10T06:58:22.471049,False,65.736954487879,Model_A
user_000058,model_a,2026-02-10T06:58:22.471077,False,66.8755008432706,Model_A
user_000059,model_a,2026-02-10T06:58:22.471097,False,68.72777013971444,Model_A
user_000060,model_a,2026-02-10T06:58:22.471117,False,31.194172576085915,Model_A
user_000061,model_b,2026-02-10T06:58:22.471137,False,49.33982346363569,Model_B
user_000062,model_a,2026-02-10T06:58:22.471156,False,44.82708081110431,Model_A
user_000063,model_a,2026-02-10T06:58:22.471176,False,43.92384167169723,Model_A
user_000064,model_a,2026-02-10T06:58:22.471214,False,34.28367832055835,Model_A
user_000065,model_b,2026-02-10T06:58:22.471237,False,79.83412274116687,Model_B
user_000066,model_b,2026-02-10T06:58:22.471256,False,63.95232471018041,Model_B
user_000067,model_a,2026-02-10T06:58:22.471276,True,61.997183754251,Model_A
user_000068,model_b,2026-02-10T06:58:22.471296,False,40.54568119752424,Model_B
user_000069,model_b,2026-02-10T06:58:22.471321,False,30.482584216152915,Model_B
user_000070,model_b,2026-02-10T06:58:22.471340,False,45.3220948312387,Model_B
user_000071,model_b,2026-02-10T06:58:22.471360,False,43.95030250564806,Model_B
user_000072,model_b,2026-02-10T06:58:22.471380,False,59.07964713791408,Model_B
user_000073,model_b,2026-02-10T06:58:22.471399,False,57.67746946170817,Model_B
user_000074,model_b,2026-02-10T06:58:22.471419,False,49.689600776026055,Model_B
user_000075,model_a,2026-02-10T06:58:22.471438,False,56.58725076180407,Model_A
user_000076,model_a,2026-02-10T06:58:22.471462,False,60.007288305871604,Model_A
user_000077,model_b,2026-02-10T06:58:22.471482,False,48.940770253313765,Model_B
user_000078,model_a,2026-02-10T06:58:22.471505,False,50.96897515551626,Model_A
user_000079,model_b,2026-02-10T06:58:22.471525,False,36.96737530763369,Model_B
user_000080,model_b,2026-02-10T06:58:22.471545,False,44.64250542198028,Model_B
user_000081,model_b,2026-02-10T06:58:22.471565,False,47.8998121189621,Model_B
user_000082,model_b,2026-02-10T06:58:22.471584,False,36.84842453393303,Model_B
user_000083,model_a,2026-02-10T06:58:22.471604,False,59.07453359591392,Model_A
user_000084,model_a,2026-02-10T06:58:22.471623,False,45.33770557837852,Model_A
user_000085,model_a,2026-02-10T06:58:22.471643,False,37.816181418499006,Model_A
user_000086,model_a,2026-02-10T06:58:22.471663,True,56.08262866640713,Model_A
user_000087,model_b,2026-02-10T06:58:22.471682,False,62.268925350256,Model_B
user_000088,model_b,2026-02-10T06:58:22.471702,False,44.4415159307166,Model_B
user_000089,model_b,2026-02-10T06:58:22.471722,False,37.35686812812903,Model_B
user_000090,model_a,2026-02-10T06:58:22.471741,False,36.94452418760207,Model_A
user_000091,model_b,2026-02-10T06:58:22.471761,False,53.31314609510547,Model_B
user_000092,model_a,2026-02-10T06:58:22.471781,False,37.757867872111134,Model_A
user_000093,model_a,2026-02-10T06:58:22.471800,False,29.18402534114695,Model_A
user_000094,model_b,2026-02-10T06:58:22.471820,False,58.5553786658144,Model_B
user_000095,model_b,2026-02-10T06:58:22.471839,False,49.88114201216722,Model_B
user_000096,model_a,2026-02-10T06:58:22.471859,False,56.39300800731473,Model_A
user_000097,model_b,2026-02-10T06:58:22.471891,True,40.67217880960309,Model_B
user_000098,model_a,2026-02-10T06:58:22.471911,False,43.8666352822441,Model_A
user_000099,model_a,2026-02-10T06:58:22.471930,True,47.36958124718831,Model_A
user_000100,model_b,2026-02-10T06:58:22.471950,False,43.30148635005327,Model_B
user_000101,model_b,2026-02-10T06:58:22.471970,False,58.43613559302957,Model_B
user_000102,model_a,2026-02-10T06:58:22.471989,False,61.71391523251502,Model_A
user_000103,model_b,2026-02-10T06:58:22.472009,False,56.77476317287193,Model_B
user_000104,model_b,2026-02-10T06:58:22.472029,False,57.28419578060545,Model_B
user_000105,model_b,2026-02-10T06:58:22.472049,True,39.650136200780295,Model_B
user_000106,model_b,2026-02-10T06:58:22.472071,False,41.39122900697881,Model_B
user_000107,model_a,2026-02-10T06:58:22.472093,False,47.63329938328818,Model_A
user_000108,model_a,2026-02-10T06:58:22.472113,False,50.25999658437551,Model_A
user_000109,model_b,2026-02-10T06:58:22.472133,False,40.36033654487193,Model_B
user_000110,model_b,2026-02-10T06:58:22.472153,False,27.384190507208665,Model_B
user_000111,model_a,2026-02-10T06:58:22.472173,False,56.32982140287634,Model_A
user_000112,model_a,2026-02-10T06:58:22.472211,False,54.93144414543062,Model_A
user_000113,model_a,2026-02-10T06:58:22.472232,False,42.42052373094165,Model_A
user_000114,model_a,2026-02-10T06:58:22.472252,False,43.85869422907987,Model_A
user_000115,model_a,2026-02-10T06:58:22.472271,False,51.10665440431294,Model_A
user_000116,model_a,2026-02-10T06:58:22.472291,False,44.04425703502298,Model_A
user_000117,model_b,2026-02-10T06:58:22.472316,True,52.814441227587345,Model_B
user_000118,model_b,2026-02-10T06:58:22.472336,False,62.979992324023804,Model_B
user_000119,model_b,2026-02-10T06:58:22.472371,False,31.457917570650658,Model_B
user_000120,model_a,2026-02-10T06:58:22.472397,False,35.13442078958974,Model_A
user_000121,model_b,2026-02-10T06:58:22.472418,False,41.9046048931217,Model_B
user_000122,model_b,2026-02-10T06:58:22.472438,False,53.27854646458273,Model_B
user_000123,model_b,2026-02-10T06:58:22.472457,False,33.60048364652477,Model_B
user_000124,model_b,2026-02-10T06:58:22.472477,False,44.14663633825127,Model_B
user_000125,model_a,2026-02-10T06:58:22.472497,False,45.028009683918036,Model_A
user_000126,model_a,2026-02-10T06:58:22.472516,False,60.09865838707309,Model_A
user_000127,model_b,2026-02-10T06:58:22.472536,True,59.86667952521075,Model_B
user_000128,model_a,2026-02-10T06:58:22.472556,False,56.503461219446535,Model_A
user_000129,model_b,2026-02-10T06:58:22.472576,True,48.90183374676612,Model_B
user_000130,model_b,2026-02-10T06:58:22.472595,False,46.77387304398428,Model_B
user_000131,model_a,2026-02-10T06:58:22.472615,False,55.94782565413034,Model_A
user_000132,model_b,2026-02-10T06:58:22.472635,False,49.209947512150826,Model_B
user_000133,model_b,2026-02-10T06:58:22.472654,False,41.11232250464174,Model_B
user_000134,model_a,2026-02-10T06:58:22.472674,False,60.75672410519147,Model_A
user_000135,model_a,2026-02-10T06:58:22.472693,False,57.80904569043414,Model_A
user_000136,model_b,2026-02-10T06:58:22.472718,False,38.952086337555386,Model_B
user_000137,model_b,2026-02-10T06:58:22.472737,False,37.74388355139732,Model_B
user_000138,model_a,2026-02-10T06:58:22.472757,False,54.84270228935888,Model_A
user_000139,model_a,2026-02-10T06:58:22.472776,False,55.2766235356427,Model_A
user_000140,model_a,2026-02-10T06:58:22.472796,True,52.32084613284112,Model_A
user_000141,model_a,2026-02-10T06:58:22.472816,False,40.26913252447643,Model_A
user_000142,model_a,2026-02-10T06:58:22.472835,True,63.35886452402691,Model_A
user_000143,model_b,2026-02-10T06:58:22.472855,False,46.03940889627448,Model_B
user_000144,model_a,2026-02-10T06:58:22.472874,False,64.2329924176293,Model_A
user_000145,model_a,2026-02-10T06:58:22.472894,False,63.3716133699254,Model_A
user_000146,model_a,2026-02-10T06:58:22.472914,False,62.500978926755316,Model_A
user_000147,model_a,2026-02-10T06:58:22.472933,False,44.67011660830411,Model_A
user_000148,model_b,2026-02-10T06:58:22.472953,False,55.33304336598363,Model_B
user_000149,model_a,2026-02-10T06:58:22.472972,False,59.805132643903264,Model_A
user_000150,model_b,2026-02-10T06:58:22.472992,True,64.91656022593588,Model_B
user_000151,model_b,2026-02-10T06:58:22.473011,False,56.234422183515555,Model_B
user_000152,model_a,2026-02-10T06:58:22.473031,False,53.29954118015347,Model_A
user_000153,model_a,2026-02-10T06:58:22.473050,False,29.6131489818507,Model_A
user_000154,model_a,2026-02-10T06:58:22.473070,False,33.334929539505396,Model_A
user_000155,model_a,2026-02-10T06:58:22.473089,False,58.87214853753899,Model_A
user_000156,model_a,2026-02-10T06:58:22.473114,False,49.99253232293467,Model_A
user_000157,model_a,2026-02-10T06:58:22.473134,False,43.851474297841996,Model_A
user_000158,model_b,2026-02-10T06:58:22.473154,False,56.970315134584375,Model_B
user_000159,model_b,2026-02-10T06:58:22.473173,False,28.90778226453152,Model_B
user_000160,model_b,2026-02-10T06:58:22.473219,False,55.56041373570213,Model_B
user_000161,model_a,2026-02-10T06:58:22.473246,False,58.03007067774941,Model_A
user_000162,model_b,2026-02-10T06:58:22.473266,False,27.26877217421129,Model_B
user_000163,model_b,2026-02-10T06:58:22.473286,False,40.06906481450739,Model_B
user_000164,model_b,2026-02-10T06:58:22.473306,False,63.48599783650778,Model_B
user_000165,model_a,2026-02-10T06:58:22.473327,True,46.95247188272088,Model_A
user_000166,model_a,2026-02-10T06:58:22.473347,False,51.82722909755695,Model_A
user_000167,model_b,2026-02-10T06:58:22.473366,False,29.33268708865001,Model_B
user_000168,model_a,2026-02-10T06:58:22.473386,False,54.08834778573353,Model_A
user_000169,model_a,2026-02-10T06:58:22.473405,False,46.95233779985836,Model_A
user_000170,model_a,2026-02-10T06:58:22.473425,False,40.564928529794216,Model_A
user_000171,model_a,2026-02-10T06:58:22.473449,False,34.536167780115754,Model_A
user_000172,model_b,2026-02-10T06:58:22.473469,False,33.56894343004758,Model_B
user_000173,model_b,2026-02-10T06:58:22.473489,False,31.087006902210284,Model_B
user_000174,model_a,2026-02-10T06:58:22.473508,False,39.95546573129558,Model_A
user_000175,model_a,2026-02-10T06:58:22.473532,False,45.268927693650944,Model_A
user_000176,model_b,2026-02-10T06:58:22.473552,True,29.31212764881616,Model_B
user_000177,model_a,2026-02-10T06:58:22.473572,False,32.16961099943935,Model_A
user_000178,model_b,2026-02-10T06:58:22.473591,False,55.952293984656656,Model_B
user_000179,model_b,2026-02-10T06:58:22.473611,False,48.521700241581016,Model_B
user_000180,model_a,2026-02-10T06:58:22.473631,False,49.599924988128976,Model_A
user_000181,model_b,2026-02-10T06:58:22.473650,False,63.201988579215445,Model_B
user_000182,model_b,2026-02-10T06:58:22.473670,False,55.78796726242415,Model_B
user_000183,model_a,2026-02-10T06:58:22.473690,False,28.19111856533507,Model_A
user_000184,model_b,2026-02-10T06:58:22.473709,False,41.58370068057093,Model_B
user_000185,model_b,2026-02-10T06:58:22.473729,False,46.424923640097134,Model_B
user_000186,model_b,2026-02-10T06:58:22.473749,False,42.080870277868186,Model_B
user_000187,model_a,2026-02-10T06:58:22.473769,False,53.65393287759741,Model_A
user_000188,model_b,2026-02-10T06:58:22.473788,False,56.27564175382286,Model_B
user_000189,model_b,2026-02-10T06:58:22.473808,False,55.32479445721849,Model_B
user_000190,model_b,2026-02-10T06:58:22.473828,False,47.51507703297896,Model_B
user_000191,model_a,2026-02-10T06:58:22.473848,False,49.45333012062445,Model_A
user_000192,model_b,2026-02-10T06:58:22.473867,False,35.11011121555869,Model_B
user_000193,model_b,2026-02-10T06:58:22.473887,False,51.236041573576664,Model_B
user_000194,model_a,2026-02-10T06:58:22.473906,False,81.0802303938321,Model_A
